Word,Count
mode:,2
solution,2
rely,2
structure,2
newborn,2
failure,2
unable,2
creating,2
predefined,2
mess,2
\respawn,\,2
CVAR_CL_UPDATERATE,2
\colliding,\,2
is:,2
minimal,2
'#',2
\failed,\,2
WARNING:,2
total,2
and/or,2
\CConsole::getConsoleInstance().EOLn("\is_event_lister_contains_same_elems_as_vector\,2
list;,2
near,2
informed,2
contents;,2
UnitTest::run(),2
CameraHandling.h,2
owner,2
Inject:,2
rather,2
\disconnections,\,2
select,2
secs,2
nSeconds,2
\timer"\\,2
Unlike,2
\ground,\,2
analyzer,2
collides,2
losing,2
\getConsole().EOLn("\%s\,2
nobody,2
refactor,2
combo,2
Associated,2
\pixels,\,2
ping,2
believe,2
\right,\,2
whenever,2
\changed,\,2
address,2
(rectServerGameWindow.bottom,2
invulnerable,2
sync,2
\pixels*/,\,2
\RegTestBasicServerClient2Players(60,\,2
ImGuiDragDropFlags_None,2
occlusion,2
parameters,2
circular,2
Otherwise,2
gameplay,2
usable,2
optional,2
validate(),2
simulating,2
finds,2
dead,2
hDialogWndServerOrClient,2
Simulating,2
\GUI,\,2
Connected,2
int>(std::chrono::duration_cast<std::chrono::milliseconds>(timeStart,2
inject(),2
getpid(),2
inserting,2
(blocks):,2
places,2
sOldName,2
warn,2
child,2
unmag:,2
\"\megszentsegtelenithetetlensegeskedeseitekert"\\,2
away,2
funcs,2
updated:,2
displayed,2
refreshing,2
please,2
Maybe,2
gameMode,2
\directions,\,2
regarding,2
\static_cast<int>(nFallDurationMillisecs),\,2
NONE,2
react,2
static_cast<unsigned,2
client),2
searches,2
executable,2
\once,\,2
\height,\,2
seems,2
regular,2
up:,2
PRooFPS-dd-packet.h,2
Loading,2
commit,2
ordered,2
job,2
\successful,\,2
late,2
flexible,2
jump-up,2
virtual,2
assignment,2
\m_maps.getFilename(),\,2
Unique,2
platform,2
canFall(),2
World-space,2
\FindWindow(NULL,\,2
FindWindow(),2
corresponding,2
bDryRun,2
RIGHT,2
clearNetDirty(),2
Common,2
policies,2
CURRENT,2
availableMapsRefresh(),2
All,2
Always,2
dieing,2
render,2
Freeing,2
GameMode.h,2
getCrouchInput(),2
m_pge.getInput().getMouse(),2
forcing,2
addPlayer(),2
technique:,2
twice,2
killer's,2
top-level,2
speed,2
proofps_dd::MsgUserNameChangeAndBootupDone,2
\(PURE_SRC_ALPHA,\,2
\ImGuiTableFlags_SizingStretchProp,\,2
m_blocks_h,2
inject,2
Primary,2
Prepare,2
1080,2
prevActualStrafe,2
100},2
blinking,2
70,2
1024,2
MsgBulletUpdateFromServer:,2
utilize,2
detection,2
ImGuiWindowFlags_AlwaysAutoResize,2
DeathMatch,2
Files,2
division,2
depending,2
\nice,\,2
culling,2
wants,2
exe,2
CS,2
measuring,2
check:,2
setCanFall(),2
startSomersaultServer(),2
nAppendLastNChars,2
bState,2
BADDESIGN,2
Header,2
isFalling(),2
evaluates,2
\somersaulting,\,2
rest,2
guaranteed,2
NOW,2
\variables,\,2
Shuts,2
\always,\,2
MsgUserNameChange,2
precise,2
typical,2
handleUserConnected();,2
\singleton,\,2
clientHandleServerInfoFromServer(),2
MsgUserSetupFromServer;,2
general,2
treating,2
Somersaulting,2
flipped,2
65536),2
player.getTimeStartedFalling()).count();,2
\handle,\,2
inheritable,2
*/));,2
module,2
wish,2
click,2
parent's,2
\step,\,2
onGameInitialized(),2
directory,2
ImVec2(5.f,2
:),2
case-insensitive,2
missing,2
compiler,2
\else,\,2
MapItem,2
However,2
fScreenDimensionPercentageMax;,2
hold,2
slow,2
\Hz,\,2
errors,2
independent,2
\"\server"\\,2
\same,\,2
(if,2
They,2
\InputHandling,\,2
fPlayerPosXStarted,2
\"\respawn\,2
sLine,2
redundant,2
listening,2
defaulting,2
\getConsole().EOLn("\start\,2
guided,2
spatial,2
under,2
non-NONE,2
caused,2
SDKDDKVer.h,2
Must-have,2
reacts,1
\"\%s"\,\,1
Player.isDirty(),1
entry.path().filename().string().c_str());,1
sHint.c_str());,1
0.981f,1
SIMILAR,1
interface,1
Originally,1
notifies,1
invisible,1
\killer,\,1
LPVOID,1
\ones,\,1
playerServerSideConnHandle);,1
iSelectMapStart,1
\"\dry"\,\,1
program,1
During,1
\dump,\,1
other.m_audio;,1
m_mapReferenceObjects,1
sent/received,1
scenario:,1
MenuState::Exiting,1
visuals,1
░░░░░░░░░░▒▓▓██████████████████████████████▒▒███░▓█░▒███░▒█████▓▒▒▒▒▒▒▒▒▒▒▒████░▒▒▒▒▒▒▒▒█████████▓░▒████████▓░▓▓░▒████████████▒░███████▒░█████████████░▒████████████░▒█████████████░▒█████████████████████████████████████████████████████████▒░░░░░░░░░░░,1
\sure,\,1
\possible,\,1
tries,1
whitepace),1
\"\map_warhouse.txt"\\,1
define,1
latter,1
TEMPORARY,1
weighted,1
Networking.cpp,1
iActiveItemMapsAvailable,1
theoretically,1
dimension,1
stdafx.h,1
SV_MAP,1
(player.getStrafe(),1
rarely,1
disappear,1
DLL_PROCESS_ATTACH:,1
startBlinking(),1
AndBootupDone(100),1
(!m_pge.getNetwork().isServer()),1
enabled,1
huge,1
\"\9999"\\,1
20%,1
repositions,1
\fails,\,1
imply,1
thread-safe,1
remanining,1
btns,1
\self,\,1
\reload,\,1
\"\no"\,\,1
Mouse,1
1-param,1
Would,1
pkg,1
properly:,1
\anymore,\,1
proofps_dd::PRooFPSddPGE,1
rail,1
SetCursorPos(),1
\PRooFPS-dd-PGE::m_mapPlayers,\,1
Duration,1
Mag,1
conclusion,1
X-pos,1
condition:,1
stopped,1
frames,1
STARTUPINFO,1
EventLister.cpp,1
player.getPos().set(,1
msg.m_bAvailable,1
ASAP,1
\nDeadConnHandleServerSide,\,1
\Panel."\\,1
Valid,1
SHIFT,1
Join,1
m_timeTaken,1
widest,1
\PFL::random(0,\,1
decreasing,1
fPureY,1
\m_fGravity,\,1
\wpn,\,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░█████████░░░▒██▒▒▓█████▓████▓▒▒██▓░░▒█████████▓▒█████████▒░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░▓▓▓▓▓▓▓▓▓░░░░░░░░░▒█████████░░░░░░░░░░░░░░░░░░░▓█████████▓▓█▒████████░░█████████▓▓█▓▓███████▒,1
dedicated,1
nMillisecsStrafing,1
\"\iteration\,1
SetFocus(),1
terminating,1
motion,1
abort,1
feel,1
https://github.com/tpecholt/imrad,1
sequence,1
addressed,1
visualization,1
\left,\,1
whoever,1
\"\Frag"\\,1
\"\0.90/-0.90"\\,1
\config.validate(),\,1
sg,1
pktUserCmdMove.m_bCrouch);,1
generalizing,1
sign,1
\started,\,1
(?),1
HORIZONTALLY,1
std::string-compatible,1
fImpactY);,1
explosive,1
ratio,1
map.height);,1
equals,1
(hit,1
takes,1
DeathKillEventLister.cpp,1
TRUE;,1
keypress,1
overriding,1
(m_gui.getPrevMenuState(),1
isExpectingAfterBootUpDelayedUpdate(),1
disconnect(),1
lineHandleLayout(),1
(either,1
\logging,\,1
reverse,1
bGameSessionWon);,1
spaces),1
(int,1
\msg.m_szWpnName,\,1
(proofps_dd::FragTableRow,1
MsgServerInfoFromServer,1
\,\,1
arming,1
clip,1
5:,1
DWORD,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░▓███▒░░░░░░░░░░▒█████████░░░░░░░░▓███▓░░░░░░░░░░░░░░░░▓▓▓▓▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓████████████████████████████████████▓▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
(OvCrouchInput),1
https://ascii-generator.site/,1
IP,1
\Name,\,1
\area,\,1
pulling,1
\pktUserCmdMove.m_bShootAction,\,1
Warhouse:,1
treat,1
\"\unused"\,\,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▓░░░░░░░░░░░░░░░░░▒▓▒░░░░░░░░░░▓██▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▓░░░░░░░░░░░,1
ENDING,1
player.getPos().getNew().getX(),1
May,1
\Strafe"\);\,1
sendToAllClientsExcept(),1
m_sAvailableMapsListForForceSelectComboBox,1
\alphabetic,\,1
mechanism,1
goal/win,1
managing,1
angles,1
lists,1
\initiated,\,1
endif,1
boxes,1
Based,1
unistd.h,1
\unspecified"\\,1
\getConsole().EOLn("\XHair\,1
\config"\\,1
m_gui.getMenuState(),1
\pos,\,1
\j,\,1
annoying,1
EventListerTest.h,1
\idea,\,1
respawns,1
cubes,1
GetSystemMetrics(SM_CXSCREEN);,1
\cubes,\,1
(60,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▒▒▒░░▓▓▓░░▓▓▓░░▓▓▓▒░▒▓▒▒▒░░▓▓▓░░░░░▓▓▓░░▓▓▒▒▓▓▓░▒▓▓▒░▓▓▓░░▓▓▓░▓▓▓░░▓▓▓░░▓▓▓░░▒▓▒▒▒░░▓▓▓░░▓▓▓░░▓▓▓▒░░░░░░░░░░,1
fulfilled,1
\m_gui.textPermanent("\Client,\,1
blocked,1
difficult,1
\died,\,1
penalty,1
\nMillisecsStrafing,\,1
separator,1
drawGameObjectivesServer(),1
isJumping(),1
auto-resize,1
right-side,1
Own,1
std::filesystem::directory_iterator,1
https://github.com/ocornut/imgui/blob/master/docs/FAQ.md,1
TEMPORARILY,1
GAME_JUMP_GRAVITY_START,1
client;,1
multiplication,1
canFall,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒████▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
pge_network::MsgApp::msgId,1
\loading),\,1
nRandom,1
low-height,1
RX,1
learnt,1
Warning:,1
test:,1
wpn->update(),1
weapon-related,1
effects,1
Unfortunately,1
owner:,1
callbacks,1
\throw,\,1
compatible,1
\"\Adam"\\,1
following:,1
ResetGlobalData(),1
CalculateAbsoluteCoordinateY(int,1
highly,1
\m_items,\,1
(this,1
45-50,1
clearer,1
operation:,1
environment,1
logical,1
https://stackoverflow.com/questions/916259/win32-bring-a-window-to-top,1
(player.getWantToStandup()),1
setTimeLimitSecs(),1
ideal,1
sort,1
occuring,1
'\0';,1
205;,1
restartWithoutRemovingPlayers(),1
explanation,1
rectangle,1
policy,1
complex,1
iterator,1
latest,1
proofps_dd::MsgUserSetupFromServer;,1
PFL::getFilename(fname),1
\strafe,\,1
Physics.h,1
Destroying,1
\files,\,1
per-frame,1
timeRemainingUntilRespawnSecs,1
drawGameObjectivesClient(),1
PRooFPS-dd.pch,1
distinguish,1
\respawned!"\,\,1
sent:,1
1-2,1
Control,1
state??,1
pre-generated,1
CalculateAbsoluteCoordinateX/Y(),1
\filled,\,1
getPos().set(),1
\legs,\,1
isDirty(),1
non-linear,1
FIRST,1
unique_ptr,1
dbl,1
ImGuiTableFlags_SizingStretchProp,1
cbDisplayProgressUpdate,1
likely,1
eof,1
\viewport,\,1
CVARS,1
periodic,1
(i++,1
(player,1
v0.1.3,1
std,1
constexpr,1
EventLister.h,1
charge,1
fell,1
forever,1
but:,1
PgeCfgProfiles,1
player.attack(),1
bCurrentClient,1
10);,1
-proofps_dd::Player::fSomersaultGroundImpactForceX,1
\TextColored(),\,1
initiated:,1
\"\1\,1
m_bShootAction,1
fGravity:,1
identify,1
ROUGHLY,1
canTakeItem(),1
HIDE,1
sent),1
Terminate,1
\BVH,\,1
\bullets,\,1
\X-pos,\,1
\ticks,\,1
player.getCrouchInput().getNew(),1
join,1
write,1
gave,1
vars,1
\nJumpCounter,\,1
unload(),1
getClientUpdateRate(),1
\MsgUserSetupFromServer,\,1
Whenever,1
createPlane(),1
...),1
ridiculous,1
by),1
raw,1
possibility,1
nWpnNameNameMaxLength-1,1
Warhouse,1
recognize,1
(map.height,1
\changes,\,1
stretch,1
std::chrono::duration_cast<std::chrono::milliseconds>(std::chrono::steady_clock::now(),1
MapcycleTest.h,1
ImGuiTableColumnFlags_WidthFixed,1
\"\frags"\,\,1
\updateOldValues(),\,1
(unlike,1
szCVarSvDmRespawnDelaySecs,1
\attack"\,\,1
(server,1
You,1
continuously,1
insertion,1
legacy,1
application/GUI,1
nNewUnmagCount,1
nUniqueNumberWidthInName,1
VALID,1
\lame,\,1
showed,1
putting,1
m_bCrouchingWasActiveWhenInitiatedJump);,1
\(cam.project3dTo2d(0.f,\,1
one-by-one,1
repeating,1
IPv6,1
supervisioning,1
imagine,1
\valid,\,1
\below,\,1
call(s),1
\serverUpdateBullets(),\,1
per-tick,1
inverse,1
recreated,1
looping,1
problems,1
users;,1
initiates,1
opened,1
\health,\,1
included,1
\"\cannot\,1
###################################,1
x),1
dwData,1
critical,1
\CConsole::getConsoleInstance().SetLoggingState(proofps_dd::Player::getLoggerModuleName(),\,1
rectServerGameWindow.top,1
messages;,1
20.f,1
accessed,1
\loop,\,1
generally,1
Including,1
coords):,1
joining),1
rate-limited,1
nJumpCounter,1
dependers,1
red,1
\Actually,\,1
\respawn"\,\,1
▓████████░░▒▒▒▒▒▓█████████░░░████████▓░▒▒▒▒▒▒█████████▒░░░█▓░█████░░░░░░▓████▒▒█▒░████████░░░░░░▓███████▒░▒████████░░▒▒▒▒▒▒▒▒▒▒░░░▓████████░░▒▒▒▒▒▓█████████░░░░▒██████████▓▓▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░████████░░░░░░███████▓░▓███████▓░░░░░▓███████▒,1
damage:,1
mix,1
set;,1
PGE::runGame(),1
hell,1
https://raa.is/ImStudio/,1
30,1
private,1
non-negative,1
relying,1
\flag,\,1
\who,\,1
\%b"\,\,1
states,1
conditiona,1
here?,1
\m_vecUnprojected.getX(),\,1
m_audio,1
complicates,1
\initialization,\,1
implementing,1
links:,1
(it,1
fetchConfig():,1
case:,1
details,1
\Yes,\,1
index);,1
\serverPlayerCollisionWithWalls(),\,1
over/into,1
getObject3D();,1
\can,\,1
11000,1
cheating,1
\jumping"\);\,1
startup,1
queued,1
\msg.m_nHealth,\,1
\listboxes,\,1
heartbeats,1
\die,\,1
Evaluates,1
CameraHandling,1
unwanted,1
ends,1
front-/backflip,1
(meaning,1
\VS,\,1
played,1
sendToServer(),1
player.update(),1
MapItem.cpp,1
\buttons,\,1
[Frag,1
Key,1
\perspective,\,1
distributed,1
/*clients*/),1
well:,1
summarizing,1
https://github.com/proof88/PRooFPS-dd/issues/261,1
low-effort,1
https://github.com/proof88/PRooFPS-dd/issues/220,1
0:,1
18,1
refer,1
Until,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓█▓▓██░░░░░░░░░████▓░░░░░░░░░░░░░░░░░▓▓▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
MapItemTest.h,1
handleUserConnected(),1
SharedWithTest.h,1
won;,1
force:,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░██░░░░▒▒░░░░░░░░░████▓░░░░░░░░░░░░░░░░▒███▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒▓▓▓▓████▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
\passed,\,1
word,1
Networking,1
3.),1
Which,1
non-continuous,1
vecExpectedForce,1
name),1
resulting,1
cast,1
(unless,1
playerIt->second;,1
\(walls,\,1
itself;,1
hardcoded,1
incoming,1
PlayerHandling.cpp,1
std::unique_ptr;,1
any),1
items),1
positioned,1
map.height),1
smoke,1
░░░░░░░▒▓███████████████████████████████████░▒█░▒███░▓█▒░██████▓░▒▒▒▒▒▒▒▒▒▓████░▒▒▒▒▒▒▒▒██████████▒░████████▓░▓██░░▓██████████▒░███████▒░█████████████░▒████████████░▒█████████████░▒███████████████████████████████████████████████████████████▓▒░░░░░░░░,1
{{NO_DEPENDENCIES}},1
player.getAngleY(),1
m_vecJumpForce.SetZ(getPos().getNew().getZ(),1
Probably,1
mouse_event(MOUSEEVENTF_MOVE,1
Explosion.h,1
PRooFPSddPGE.h,1
alive,1
PFL,1
void,1
v0.2.0.0,1
Cpp17,1
multipliers,1
form,1
Epoch,1
GAME,1
delivered,1
vecProjected,1
Resets,1
party,1
originally,1
maintained,1
easiest,1
cvar.getLongHint()),1
ah,1
\seconds,\,1
\(default),\,1
parts,1
edges/corners,1
(the,1
compare,1
\exact,\,1
subtle,1
(ImVec2),1
way;,1
DLL_THREAD_ATTACH:,1
Multiplayer,1
\injected,\,1
░░░░░░░░░███▓░░▓██▓░░░░░░░░░░░░▒▓█████████████████████████░▓███▓██████████▓████░▒▒▒▒▒▒▒░█████░░▓████████████▓░▒░▒█████████████▒░███████▒░██████████▓░▒██░░██████████░▒█████████████░▒█████████████████████████████████████████████████▒░░░░░░░░░░░░░░░░░░░,1
\MaxFPS,\,1
resizing,1
\themself,\,1
stretched,1
getPos().getOld().getY());,1
ahead,1
format,1
committed,1
WinSDKVer.h,1
Using,1
\(!gameMode.renamePlayer(playerIt->second.getName(),\,1
contiguous,1
grey,1
Item,1
there;,1
mean),1
maps.load(),1
\could,\,1
START,1
tie,1
player.getTimeLastSetWillJump()).count());,1
cvars,1
statistics,1
stubbed,1
restarted,1
░░▒██████████████████████████████████████████▓░██████░░▓████████▓▓▓▒▒▓▓▓▓▓█████░▒▒▒▒▒▒▒▒███▓░▒███▓░▒████████▓░▓████▓░░████████▒░███████▒░█████████████▒▓████████████▒▒▒▒▒▒▓████████▓▓▓▓▓▓▓███████████████████████████████████████████████████████████▓░░░░,1
wpn's,1
(getResetTime()),1
GUI.cpp,1
\crouch"\,\,1
Renames,1
exits,1
serverUpdateRespawnTimers(),1
telete,1
(nPhysicsIterationsPerTick),1
\CConsole::getConsoleInstance().EOLn("\\,1
Constants,1
objXHair,1
\RegTestBasicServerClient2Players(20,\,1
2d,1
enum,1
\happened,\,1
\faster,\,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░█████████░░░░░░░░░▒▒▒▒▒▒▒▒▒▒░░░░░░░░░░░░░░▒▒▒▒▒░▒▒▒▒░░░░░░░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░░██████████▓▒░░░▒▓▓█████████░░░░░░░░░░░░░░░░░░░░░░▒▒▓▓▓▓▒▒▒░░▒▒▒▒▒▒▒▒░░░░░▒▒▓▓▓▓▒▒░░▒▒▒▒▒▒▒▒░,1
\hide(),\,1
force-create,1
error-prone,1
\these,\,1
getDearImGui2DposXFromPure2DposX(),1
(actually,1
stable,1
(natural):,1
stdafx.obj,1
\cells,\,1
located,1
rx,1
mouse_event(,1
SoLoud,1
iActiveItemMapcycle);,1
recommend,1
216,1
pushing,1
alphabetic,1
disconnects,1
Config.cpp,1
dedicated-,1
V-Sync,1
░░░░░░░░░░░░░░░░░▒▓▓██████████████████████▓░████▓░░▒████▓░▓████▒▓▓▓▓▓▓▓▓▓▓▒████░▒▒▒▒▒▒▒▒████████▒░▒█████████▓░░░▓█████████████▒░▒▓▒▒▒▒▒░░████████████▓░▒████████████░▒█████████████░▒██████████████████████████████████████████████████████▒░░░░░░░░░░░░░░,1
\rendered,\,1
https://github.com/proof88/PRooFPS-dd/issues/323,1
mapFilename,1
90%,1
activating,1
delivering,1
unprojected,1
2.),1
#include,1
underlying,1
stdafx.cpp,1
!!!BADDESIGN!!,1
m_availableMaps.erase(m_availableMaps.begin(),1
way:,1
y:,1
&(*it);,1
\fall"\\,1
presses,1
buttons,1
bSendUserUpdates,1
\strafes"\,\,1
resizing),1
dangerous,1
obtain,1
m_gui.textPermanent(),1
(Player::szCVarSvSomersaultMidAirAutoCrouch),1
virtually,1
m_sAvailableMapsListForMapcycleListBox,1
23000,1
illegal,1
WeaponProxy,1
\pistol,\,1
expectedPktStatsServerClUpdateRate60,1
anything;,1
nMillisecsJumpDuration,1
valid:,1
\"\re-"\spawn,\,1
quick,1
SetFocus(hTargetWindow)),1
\MsgUserConnected,\,1
ground),1
server:,1
PRooFPS-dd-Tests.cpp,1
\needed,\,1
msg.m_nKillerConnHandleServerSide);,1
playerIt,1
raise,1
\setX(),\,1
\available!"\,\,1
exiting,1
PRooFPSddPGE.cpp,1
debugging,1
filed,1
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓██░▓██░███░░███░▒██▓░▓██▒▓██░███▒░░░▓██░░░▒▓▓▒███░▓██▒░███░░███░███░░███░░███░███░▓██▒███░░███░▓██▒░░░░░░░░░░░,1
side-effects,1
persistent,1
KNOW,1
allows,1
GetSystemMetrics(SM_CYSCREEN);,1
mismatching,1
Goal,1
static_cast<int>(std::lroundf(fRadiusDamage)));,1
manipulating,1
Explosion.cpp,1
\Z-fighting,\,1
referenc,1
dist.:,1
copy-paste,1
Stepping,1
\shoot,\,1
lineHandleLayout():,1
emptiness,1
vsync,1
MsgCurrentWpnUpdateFromServer;,1
\countdown,\,1
GameMode's,1
\disconnect,\,1
Health,1
together,1
Start,1
\hidden,\,1
\getConsole().SetLoggingState(sTrimmedLine.c_str(),\,1
X-forces,1
\gravity,\,1
logically,1
\count,\,1
mid-air),1
GameMode-specific,1
programmatically,1
freely,1
shouldSend(),1
DebugTest_PRooFPS-dd,1
\(getNetwork.Update()),\,1
(hDialogWndServerOrClient,1
oldhealth,1
\floor,\,1
3-digit,1
\1.0f),\,1
\ImGui::TextColored(ImVec4(0.0f,\,1
similar,1
typed,1
emit,1
simpler,1
drawSettingsMenu,1
\startBlinking,\,1
░░░░░░░░░▒░░░▒▓▓▒░░▒█▓░░░░░▓███▒░░▒▒░░░░░░░░░▒▒▒▓███░░░░░░░░▓███▓░░░░░░░░░░░░░░░░▓░░░▓░░░░░░░░░░░░░░░░░▒▓▓▓▓▓▒░░░░░░░░░░░░░░░░░░▒▓▓▓▒▒▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░██████████████████████████████████████████▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
sorted;,1
StyleColor,1
RadioButton,1
elems,1
░░░░░░████▒░░████░░██░░░░░░▓████▓▓▒░░░░░░░██░░░░▓█▓░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒░░░▒░░▒▓███████████████████████▓▓▓▓▓▓▓███████████████████████▓░░░░░░░░░▒▒▓▓▓▓▓▓▓█████████████████████████████████████████████████▓▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
pge_network::MsgUserConnectedServerSelf,1
2+4,1
My,1
clientUpdateTimeRemainingSecs(),1
\rate-limiting,\,1
size(),1
<=,1
MOUSEEVENTF_MOVE,1
m_mapPlayers.find(connHandleServerSide)),1
wpns,1
\cheating,\,1
snippet,1
according,1
nJumpCounter++;,1
(ImGui::IsItemHovered()),1
300),1
ceiling,1
keys,1
\unfortunately,\,1
initializing,1
drawCreateGameMenu,1
die(),1
std::string(szNewUserName),1
\state,\,1
handleBulletUpdateFromServer,1
\framerate,\,1
@,1
nRespawnTimeSecs,1
'itFound',1
10.f,1
\entity,\,1
empties,1
\hModule,\,1
override,1
Maps::inititalize(),1
SendUserUpdates(),1
\page,\,1
\corners,\,1
getTimeDied(),1
occurrences,1
show/hide,1
0.f;,1
often,1
shaking,1
sharper,1
\availableMapsNoChangingGet(),\,1
▓████████░░░░░░░░░░░░░░░░░░░░████████▓░░░░░░░░▓████████▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓████████░░░░░░░░░░░░░░░█████████░░░░░░░░░░░░░░░░░░░░░░▒▓███████▒░▒███████▓▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,1
non-zero,1
https://github.com/ocornut/imgui/wiki/Useful-Extensions,1
tick/physics_min_rate,1
non-reloadable,1
vector's,1
axis),1
manager,1
thru,1
\getConsole().EOLn("\x\,1
false);,1
\Success,\,1
optimization,1
invul:,1
4.f,1
crouchInput:,1
winsock2.h,1
PROCESS_INFORMATION,1
CalculateAbsoluteCoordinateX(int,1
stuck,1
converter,1
\pktUserCmdMove.m_strafe,\,1
CLIENT,1
physics-related,1
factor,1
\method,\,1
(goal,1
\getConsole().EOLn("\DeathMatchMode::%s():\,1
Physics:,1
Coordinate,1
Maps.h,1
\ready,\,1
bound,1
Once,1
Wait,1
players',1
18.f,1
fileEntry.path().filename().string().c_str());,1
m_mapPlayers.end()),1
m_maps.fMapBlockSizeWidth],1
\fImpactX,\,1
kicking,1
mass,1
(we,1
\packets,\,1
setY(),1
far,1
UNLOAD,1
corners,1
defines,1
strafe-jump-induced,1
lot,1
\traditionally,\,1
--------->|,1
pge_network::MsgUserConnectedServerSelf;,1
handleWeaponBulletCountsChangeShared();,1
\*/,\,1
magnitude,1
\filename,\,1
identical,1
operation,1
'\n',1
PureVector::Set(),1
i++),1
exists,1
\sorted,\,1
cmdMove,1
threshold,1
Fixed/Stretch,1
UserNameChangeAndBootupDone,1
\there,\,1
color,1
serverHandleUserCmdMoveFromClient(),1
SetActiveWindow(hTargetWindow)),1
\getConsole().EOLn("\Maps::%s():\,1
nContinuousStrafeCountForDebugServerPlayerMovement);,1
location,1
inserted,1
maximize,1
\diameter,\,1
Copied,1
asks,1
\'?',\,1
splash,1
walls/boxes,1
injecting,1
\0.f,\,1
\bAreWeTestingReleaseBuild,\,1
appends,1
\owner,\,1
CalculateAbsoluteCoordinateY(rectServerGameWindow.top,1
map.width,1
proofps_dd::Config&,1
anyway;,1
0.1,1
STDAFX.H,1
stopBlinking(),1
measure,1
coming,1
\nDeaths,\,1
\ceiling)"\);\,1
(map,1
Physics.cpp,1
\XHair,\,1
jumping:,1
perfect,1
Good,1
\smarter,\,1
show(),1
\ESCAPE,\,1
generalized,1
responded,1
subject,1
proposed,1
anti-aliasing,1
account,1
lpReserved,1
#,1
considered,1
IF,1
wpn->getState().getNew());,1
\other,\,1
\event,\,1
analysis,1
https://github.com/iamclint/ImGuiDesigner,1
accumulating,1
static_cast<PGE&>(*this),1
jumpforce,1
things:,1
\everyone,\,1
force),1
clears,1
\them,\,1
\"\,\,1
\done"\\,1
cycles,1
(map.width,1
